code,type,subtype,importance,identifier,other,message,moreInfo,context
ASO,aem.system.overview,group.membership,INFO,/home/groups/f/forms-users,\N,The group forms-users has 1 users & 1 groups.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""name"":""forms-users"",""path"":""/home/groups/f/forms-users"",""countOfUsers"":1,""countOfGroups"":1},""type"":""group.membership""}"
ASO,aem.system.overview,group.membership,INFO,/home/groups/forms/forms-xfa-writers,\N,The group forms-xfa-writers has 0 users & 1 groups.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""name"":""forms-xfa-writers"",""path"":""/home/groups/forms/forms-xfa-writers"",""countOfUsers"":0,""countOfGroups"":1},""type"":""group.membership""}"
ASO,aem.system.overview,group.membership,INFO,/home/groups/o/operators,\N,The group operators has 0 users & 0 groups.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""name"":""operators"",""path"":""/home/groups/o/operators"",""countOfUsers"":0,""countOfGroups"":0},""type"":""group.membership""}"
ASO,aem.system.overview,group.membership,INFO,/home/groups/default/order-administrators,\N,The group order-administrators has 2 users & 0 groups.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""name"":""order-administrators"",""path"":""/home/groups/default/order-administrators"",""countOfUsers"":2,""countOfGroups"":0},""type"":""group.membership""}"
ASO,aem.system.overview,group.membership,INFO,/home/groups/projects/projects-administrators,\N,The group projects-administrators has 0 users & 0 groups.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""name"":""projects-administrators"",""path"":""/home/groups/projects/projects-administrators"",""countOfUsers"":0,""countOfGroups"":0},""type"":""group.membership""}"
ASO,aem.system.overview,group.membership,INFO,/home/groups/projects/projects-users,\N,The group projects-users has 0 users & 1 groups.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""name"":""projects-users"",""path"":""/home/groups/projects/projects-users"",""countOfUsers"":0,""countOfGroups"":1},""type"":""group.membership""}"
ASO,aem.system.overview,group.membership,INFO,/home/groups/projects/admin/we_retail/O_LY03w9YjQvgikeLaWw,\N,The group projects-we_retail has 0 users & 0 groups.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""name"":""projects-we_retail"",""path"":""/home/groups/projects/admin/we_retail/O_LY03w9YjQvgikeLaWw"",""countOfUsers"":0,""countOfGroups"":0},""type"":""group.membership""}"
ASO,aem.system.overview,group.membership,INFO,/home/groups/projects/admin/we_retail/q27c7e1tHiWy8BeqoIYJ,\N,The group projects-we_retail-editor has 0 users & 0 groups.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""name"":""projects-we_retail-editor"",""path"":""/home/groups/projects/admin/we_retail/q27c7e1tHiWy8BeqoIYJ"",""countOfUsers"":0,""countOfGroups"":0},""type"":""group.membership""}"
ASO,aem.system.overview,group.membership,INFO,/home/groups/projects/admin/we_retail/t7fr6ph7uUv1tfbOJBDK,\N,The group projects-we_retail-owner has 0 users & 0 groups.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""name"":""projects-we_retail-owner"",""path"":""/home/groups/projects/admin/we_retail/t7fr6ph7uUv1tfbOJBDK"",""countOfUsers"":0,""countOfGroups"":0},""type"":""group.membership""}"
ASO,aem.system.overview,group.membership,INFO,/home/groups/screens/screens-administrators,\N,The group screens-administrators has 0 users & 1 groups.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""name"":""screens-administrators"",""path"":""/home/groups/screens/screens-administrators"",""countOfUsers"":0,""countOfGroups"":1},""type"":""group.membership""}"
ASO,aem.system.overview,group.membership,INFO,/home/groups/screens/screens-devices-master,\N,The group screens-devices-master has 0 users & 0 groups.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""name"":""screens-devices-master"",""path"":""/home/groups/screens/screens-devices-master"",""countOfUsers"":0,""countOfGroups"":0},""type"":""group.membership""}"
ASO,aem.system.overview,group.membership,INFO,/home/groups/screens/we-retail/screens-we-retail-administrators,\N,The group screens-we-retail-administrators has 0 users & 0 groups.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""name"":""screens-we-retail-administrators"",""path"":""/home/groups/screens/we-retail/screens-we-retail-administrators"",""countOfUsers"":0,""countOfGroups"":0},""type"":""group.membership""}"
ASO,aem.system.overview,group.membership,INFO,/home/groups/screens/we-retail/screens-we-retail-devices,\N,The group screens-we-retail-devices has 0 users & 0 groups.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""name"":""screens-we-retail-devices"",""path"":""/home/groups/screens/we-retail/screens-we-retail-devices"",""countOfUsers"":0,""countOfGroups"":0},""type"":""group.membership""}"
ASO,aem.system.overview,group.membership,INFO,/home/groups/t/tag-administrators,\N,The group tag-administrators has 4 users & 1 groups.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""name"":""tag-administrators"",""path"":""/home/groups/t/tag-administrators"",""countOfUsers"":4,""countOfGroups"":1},""type"":""group.membership""}"
ASO,aem.system.overview,group.membership,INFO,/home/groups/t/target-activity-authors,\N,The group target-activity-authors has 1 users & 0 groups.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""name"":""target-activity-authors"",""path"":""/home/groups/t/target-activity-authors"",""countOfUsers"":1,""countOfGroups"":0},""type"":""group.membership""}"
ASO,aem.system.overview,group.membership,INFO,/home/groups/t/target-administrators,\N,The group target-administrators has 0 users & 0 groups.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""name"":""target-administrators"",""path"":""/home/groups/t/target-administrators"",""countOfUsers"":0,""countOfGroups"":0},""type"":""group.membership""}"
ASO,aem.system.overview,group.membership,INFO,/home/groups/t/template-authors,\N,The group template-authors has 0 users & 0 groups.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""name"":""template-authors"",""path"":""/home/groups/t/template-authors"",""countOfUsers"":0,""countOfGroups"":0},""type"":""group.membership""}"
ASO,aem.system.overview,group.membership,INFO,/home/groups/u/user-administrators,\N,The group user-administrators has 1 users & 0 groups.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""name"":""user-administrators"",""path"":""/home/groups/u/user-administrators"",""countOfUsers"":1,""countOfGroups"":0},""type"":""group.membership""}"
ASO,aem.system.overview,group.membership,INFO,/home/groups/Q/QE9V6_XxBn4pvyqC5hJq,\N,The group wf-workfront-users has 0 users & 0 groups.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""name"":""wf-workfront-users"",""path"":""/home/groups/Q/QE9V6_XxBn4pvyqC5hJq"",""countOfUsers"":0,""countOfGroups"":0},""type"":""group.membership""}"
ASO,aem.system.overview,group.membership,INFO,/home/groups/w/workflow-administrators,\N,The group workflow-administrators has 0 users & 0 groups.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""name"":""workflow-administrators"",""path"":""/home/groups/w/workflow-administrators"",""countOfUsers"":0,""countOfGroups"":0},""type"":""group.membership""}"
ASO,aem.system.overview,group.membership,INFO,/home/groups/w/workflow-editors,\N,The group workflow-editors has 0 users & 2 groups.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""name"":""workflow-editors"",""path"":""/home/groups/w/workflow-editors"",""countOfUsers"":0,""countOfGroups"":2},""type"":""group.membership""}"
ASO,aem.system.overview,group.membership,INFO,/home/groups/w/workflow-users,\N,The group workflow-users has 1 users & 5 groups.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""name"":""workflow-users"",""path"":""/home/groups/w/workflow-users"",""countOfUsers"":1,""countOfGroups"":5},""type"":""group.membership""}"
ASO,aem.system.overview,instance.type,INFO,\N,\N,The AEM instance type is author.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""instanceType"":""author""},""type"":""instance.type""}"
ASO,aem.system.overview,node.count,INFO,\N,\N,The approximate Assets node count is 282.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""count"":282,""type"":""Assets""},""type"":""node.count""}"
ASO,aem.system.overview,node.count,INFO,\N,\N,The approximate Authorizables node count is 244.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""count"":244,""type"":""Authorizables""},""type"":""node.count""}"
ASO,aem.system.overview,node.count,INFO,\N,\N,The approximate Pages node count is 1705.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""count"":1705,""type"":""Pages""},""type"":""node.count""}"
ASO,aem.system.overview,node.count,INFO,\N,\N,The approximate Tags node count is 72.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""count"":72,""type"":""Tags""},""type"":""node.count""}"
ASO,aem.system.overview,node.store,INFO,\N,\N,The node store type is SegmentNodeStore.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""nodeStore"":""SegmentNodeStore""},""type"":""node.store""}"
ASO,aem.system.overview,smarttag.count,INFO,\N,\N,Smart Tagged asset count is '0'.,https://www.adobe.com/go/aem_pd_ASO,"{""data"":{""smartTagCount"":""0""},""type"":""smarttag.count""}"
ACV,assets.health,missing.jcrcontent,MAJOR,/content/dam/gknob,\N,Folder at '/content/dam/gknob' is missing mandatory 'jcr:content' child node.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Folder at '/content/dam/gknob' is missing mandatory 'jcr:content' child node.""},""type"":""missing.jcrcontent""}"
ACV,assets.health,missing.jcrcontent,MAJOR,/content/dam/gknob/en,\N,Folder at '/content/dam/gknob/en' is missing mandatory 'jcr:content' child node.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Folder at '/content/dam/gknob/en' is missing mandatory 'jcr:content' child node.""},""type"":""missing.jcrcontent""}"
ACV,assets.health,missing.jcrcontent,MAJOR,/content/dam/gknob/en/players,\N,Folder at '/content/dam/gknob/en/players' is missing mandatory 'jcr:content' child node.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Folder at '/content/dam/gknob/en/players' is missing mandatory 'jcr:content' child node.""},""type"":""missing.jcrcontent""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/core-components-examples/library/sample-assets/component-structured-content-fragment,\N,Asset at '/content/dam/core-components-examples/library/sample-assets/component-structured-content-fragment' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/core-components-examples/library/sample-assets/component-structured-content-fragment' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/gknob/en/players/test-article,\N,Asset at '/content/dam/gknob/en/players/test-article' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/gknob/en/players/test-article' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/experiences/48-hours-of-wilderness/48-hours-of-wilderness,\N,Asset at '/content/dam/we-retail/en/experiences/48-hours-of-wilderness/48-hours-of-wilderness' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/experiences/48-hours-of-wilderness/48-hours-of-wilderness' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/experiences/arctic-surfing-in-lofoten/arctic-surfing-in-lofoten,\N,Asset at '/content/dam/we-retail/en/experiences/arctic-surfing-in-lofoten/arctic-surfing-in-lofoten' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/experiences/arctic-surfing-in-lofoten/arctic-surfing-in-lofoten' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/experiences/fly-fishing-the-amazon/fly-fishing-the-amazon,\N,Asset at '/content/dam/we-retail/en/experiences/fly-fishing-the-amazon/fly-fishing-the-amazon' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/experiences/fly-fishing-the-amazon/fly-fishing-the-amazon' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/experiences/skitouring/skitouring,\N,Asset at '/content/dam/we-retail/en/experiences/skitouring/skitouring' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/experiences/skitouring/skitouring' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/experiences/steelhead-and-spines-in-alaska/steelhead-and-spines-in-alaska,\N,Asset at '/content/dam/we-retail/en/experiences/steelhead-and-spines-in-alaska/steelhead-and-spines-in-alaska' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/experiences/steelhead-and-spines-in-alaska/steelhead-and-spines-in-alaska' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/experiences/wester-australia-by-camper-van/wester-australia-by-camper-van,\N,Asset at '/content/dam/we-retail/en/experiences/wester-australia-by-camper-van/wester-australia-by-camper-van' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/experiences/wester-australia-by-camper-van/wester-australia-by-camper-van' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/faqs/company/history,\N,Asset at '/content/dam/we-retail/en/faqs/company/history' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/faqs/company/history' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/faqs/company/real-company,\N,Asset at '/content/dam/we-retail/en/faqs/company/real-company' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/faqs/company/real-company' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/faqs/company/the-company-name,\N,Asset at '/content/dam/we-retail/en/faqs/company/the-company-name' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/faqs/company/the-company-name' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/faqs/orders/accepted-currency,\N,Asset at '/content/dam/we-retail/en/faqs/orders/accepted-currency' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/faqs/orders/accepted-currency' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/faqs/orders/cancellations,\N,Asset at '/content/dam/we-retail/en/faqs/orders/cancellations' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/faqs/orders/cancellations' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/faqs/orders/order-status,\N,Asset at '/content/dam/we-retail/en/faqs/orders/order-status' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/faqs/orders/order-status' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/faqs/orders/product-purchase-locations,\N,Asset at '/content/dam/we-retail/en/faqs/orders/product-purchase-locations' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/faqs/orders/product-purchase-locations' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/faqs/shipping-and-returns/exchanges,\N,Asset at '/content/dam/we-retail/en/faqs/shipping-and-returns/exchanges' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/faqs/shipping-and-returns/exchanges' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
